Poem Name,Poem Content,jist
"How could I have known I would need to remember your laughter,","the way it ricocheted—a boomerang flung 
from your throat, stilling the breathless air.
How you were luminous in it. Your smile. Your hair 
tossed back, flaming. Everyone around you aglow.
How I wanted to live in it those times it ignited us 
into giggles, doubling us over aching and unmoored
for precious minutes from our twin scars—
the thorned secrets our tongues learned too well
to carry. It is impossible to imagine you gone, 
dear one, your laugh lost to some silence I can’t breach,
from which you will not return.
for Fay Botham (May 31, 1968–January 10, 2021)","Fay Botham was born on May 31, 1968, and died on January 10, 2021. Botham is best known for her role in the HBO series ""Silence of the Lambs"""
The Neighbor’s Street Sirens Sing,"(for Uvalde, et al.)
in the neighbors’ churches the culture has
a strict cante ostinado of mass
shootings untimed to get over kind
of repetitive grief as beat   vamp   line
of strung out hearses down   a street down
a got it run   up in   which being wound
into and around this getting even
going on       revenges over to death its keen.     


the culture always has it in the neighbors’—
not ours—   itself a kind of hood   that labors
not to any good   understanding      klan—
observance understood as separation   plan
of identity rather than facing
your own is my own   not mine to own   this.
grieving.     of which no dishing out can exist
when it is only one pool to be traced in.  


not just one in the calibration
but them all capable any one
of them—      full   emotion all who’re there
have as the pool grief has   brought here.
it is the water’s looking ink over itself
in hand   writing the called of its face from the cliff
it is    of the land. its water    of tears its culture
from here    such thing as next neighbor    is a future.


when we say   what goes ‘round    comes around—
this is it—      the autochthonous   future
found in the strung out hearse down we have   down.
rehearsed to continuity.     the faced sure
as shit      or called as face it all comes down to—
grief.        the body
develops in continuity after a while
the jar   the hit   the disturbances line up


their toppling losses   dissipated in as if
in the lilting distraction of the next
ongoing      they develop a rocking sway
the lilting sails    on the rolling triplet of swells
in an ocean of     music—     and a grand horizon
spills                 a windy vibration-less melody
of counterpoint   human instrument longs out
its yearning persistence of survival      the grand


balance of the dances on    the tossing decks
the elegant up and down   the dress designed
to drape the thrown shape a hand   around the breaking
hip   the hit   into that somnambulant silence after song.   
of death.      that all time most popular going on
going on with it      until something comes of it
its cante ostinado   vamp of the one string   hashished-
out caravan driver singing to— 
                    god itself of—    empty horizon.","In the neighbors’ churches the culture has. a strict cante ostinado of massshootings untimed to get over kind. of repetitive grief as beat   vamp   line of strung out hearses down   a street down. (for Uvalde, et al.)"
Tenant,"Crablike
it uncloaks
from itself—
removes
its own ghost-
ly paper. A leg
of mostly air
remains in air.
The hollowed
onionskin bulbs
where eyes once lay
look out on the field.
The din of it.
A new body
is painful. Exposed,
it must retreat
what was once inside
further inside.
Globe perched
on translucent needles,
the articulated twin
chooses tomb or home.
It violates a form.
Bud like a fist.
Like a thought
about to give
out. There is a pink
so clear and pale
a rose can’t
call it kin.
A dwelling clutches
close to itself—
Its what?
Its brief solitude
before welcoming
the traveler
to crawl
its repeating galleries
to wait in holy center. 
It drags 
the outside there.","Crablike, it uncloaks from itself. A leg of mostly air remains in air. There is a pink rose so clear and pale that a rose can’t call it kin."
The Woman Who Wanted a Child,"For a short time I walked the earth as a woman, breathed in the scent of gardenias and gasoline,
made love to a man. We lived in a small house with a narrow staircase leading upwards into nothing;
the second floor was never built. I fed him fresh garlic and parsley from our garden, the smell rising
to the top of the staircase where we made love, knees and ribcages bumping against the ceiling. But
my throat grew dry, my feet stuck in the dust. At night, while he slept, I walked down to the marsh
where the birds gathered to dive for fish, the water wetting my waterless lips, the gentle rocking
soothing the aches in my feet, my arms. Please, I said to the white tern bringing her six little
hatchlings bits of fish guts, you a mother who has so many children, help me a mother who has
none.
The next morning, I woke up vomiting feathers. In a few months, my belly was round and full as a
blowfish and I felt the flutter against my ribcage. I walked down to the banks of the marsh, spread
my legs, and out she came, a pure royal tern, her white feathers beaded with blood. She was hungry
and I had nothing to give her; she would not take my milk. I waded out to find the mother bird on
the other side of the marsh. I cannot help you, she said, I have my own children to feed. So I turned
into a fish. My daughter dove, grasped me in her beak, and swallowed me whole. Now, I live within
her light body. We spend our days upon the high winds, bumping only against the sky. Now, I feed
her.","For a short time I walked the earth as a woman, breathed in the scent of gardenias and gasoline. I made love to a man, fed him fresh garlic and parsley from our garden. But my throat grew dry, my feet stuck in the dust. At night, while he slept, I walked down to the marsh where the birds gathered to dive for fish. A pure royal tern came, her white feathers beaded with blood. She was hungry and I had nothing to give her; she would not take my milk. So I turned into a fish."
Holiday,"I spent the Christmas after your death hunched
above a puzzle; it had a thousand pieces,
the unmatched angles of a forest caught by early snow,
bright yellow leaves still clinging to their branches.
The photograph on the box was so clear
I could see each crack of rock, each leaf hung
above the brink of winter. The pieces lay scattered
about my dining room, a mess of white and yellow
waiting for me to set it right, so many thousands
of leaves, so much crumbling. Who could count?
Even a sister, even a wife of ten years
one day gets out of bed and puts on red
either because it’s Christmastime again
or because the black dresses sit unwashed in the laundry
and there’s nothing left to wear. I told myself
the leaves weren’t worth it. I told myself you were just
another falling. I did the laundry every day.
I never solved the puzzle.","""I spent the Christmas after your death hunched above a puzzle,"" she writes. ""It had a thousand pieces, the unmatched angles of a forest caught by early snow"" The pieces lay scattered about her dining room."
Song of the Exiles,"There never was a garden,
only a leaving:
miles and miles
of footprints in the dirt.
In the beginning—
the shattered sun, the wind,
and nothing left but our shadows
sifting through the dust behind us.
When we turned
we did not turn to salt.
When we turned
there was nothing behind us to burn
nothing to return to
though who could blame us for turning,
with only the long days ahead
tongues tripping in the dirt.
They said we didn’t belong.
They blamed us
for leaving the garden
which never was or would be.
Where could we go,
we who had come from nowhere
and hence could not
return?","There never was a garden, only a leaving: miles and miles of footprints in the dirt. The shattered sun, the wind, and nothing left but our shadowsifting through the dust."
Leave me alone,"                                     With nothing          but the slurry of an organ
                                                        maybe      a lake     to
                                                  dip my feet in     money
                                            trees to pick my fruit from
                                                     a mini fridge
to keep         it all fresh while
                                                    I lie             on my back
threatening to throw         all my stuff             away for good
let it wilt into my body        of water                every better thing
that don’t involve ideals
                   of better things                    I’ll never have
                                                                     a sanctuary for","With nothing but the slurry of an organ, a lake is the perfect place to dip your feet in money. I’ll never have to dip my feet in a lake again. A lake is a sanctuary for a sanctuary. A mini fridge is a mini fridge to keep all my food fresh. I lie on my back on the ground and let the water wilt"
Answer July,"Answer July—
Where is the Bee—
Where is the Blush—
Where is the Hay?
Ah, said July—
Where is the Seed—
Where is the Bud—
Where is the May—
Answer Thee—Me—
Nay—said the May—
Show me the Snow—
Show me the Bells—
Show me the Jay!
Quibbled the Jay—
Where be the Maize—
Where be the Haze—
Where be the Bur?
Here—said the Year—"," answer the question: Where is the Bee? Answer July: ""Where is the Blush?"" Answer the May: ""Show me the Snow"" Answer the Year: ""Said the Year"""
Do not trust the eraser,"for Gabrielle Civil & Madhu H. Kaza
Do not trust the eraser. Prefer
crossed out, scribbled over monuments
to something once thought correct
. Instead: colors, transparencies
track changes, versions, iterations
. How else might you return
after discards, attempts
and mis takes, to your 
original genius
?","Do not trust the eraser. Prefer colors, transparencies. Track changes, versions, iterations. How else might you return after discards, attempts and mis takes to your original genius?"
Why Adam Sinned,"“I heeard da ole folks talkin’ in our house da other night
’Bout Adam in da scripchuh long ago.
Da lady folks all ’bused him, sed, “He knowed it wus’n
       right,”
An’ ’cose da men folks dey all sed, “Dat’s so.”
I felt sorry fuh Mistuh Adam, an’ I felt like puttin’ in,
’Cause I knows mo’ dan dey do, all ’bout whut made Adam
       sin:
Adam nevuh had no Mammy, fuh to take him on her knee
An’ teach him right fum wrong an’ show him
Things he ought to see.
I knows down in my heart—he’d-a let dat apple be
But Adam nevuh had no dear old Ma-am-my.
He nevuh knowed no chilehood roun’ da ole log cabin do’,
He nevuh knowed no pickaninny life.
He started in a great big grown up man, an’ whut is mo’,
He nevuh had da right kind uf a wife.
Jes s’pose he’d had a Mammy when dat temptin’ did begin,
An’ she’d a come an’ tole him,
“Son, don’ eat dat—dat’s a sin.”
But, Adam nevuh had no Mammy fuh to take him on her
       knee
An’ teach him right fum wrong an’ show him
Things he ought to see.
I knows down in my heart he’d a let dat apple be,
But Adam nevuh had no dear old Ma-am-my.","I heeard da ole folks talkin’ in our house da other night. “I felt sorry fuh Mistuh Adam, an’ I felt like puttin’ him in,’Cause I knows mo’ dan dey do, all ’bout whut made Adam make a sin."
On Falling,"Sometimes when night falls
it drifts gently to the ground silently
the way dandelions or bubbles do
a blanket over sleeping children
                Other times
It falls like fine china from shelves
weakened over years
or bricks dropped off of skyscrapers
            &
Sometimes when people fall
they fall like love
Into and out of
Head and heels
and such
            Other times
they fall like prey
or victim
to knees
from grace","Sometimes when night falls, it drifts gently to the ground silently. Other times, it falls like fine china from shelves or bricks dropped off skyscrapers."
Courage Song for Scott Warren,"Sing: no more makeshift crosses
In the gangplank desert,
No more “dogcatcher trucks,”
No more jawbones under the moon—
Bring your rebellious grit, 
Like a bromide or a borderland candle,
To our bigotry-is-commonplace republic’s 
Chaos. Bold anima, dissenting angel, 
Among the betraying cliffs and dry washes, 
The yellow plumes of the palo verde,
Be runagate Harriet in a midnight cane field
(General Tubman!), be Martin bravely writing
In an abysmal Birmingham jail.
Yes, your boundless shepherd’s gallantry, 
Your on-tap compassion 
Is the rescuing sip 
& the heaven-sent gourd required
At all our desperate crossings.
 ","The song is a tribute to Martin Luther King, Jr. The song was written in response to King's jailing in Birmingham, Alabama. The lyrics include the words: ""Bring your rebellious grit, like a bromide or a borderland candle"""
Clarinet,"At my family’s stained window,
A morning jay.
I stop my scissoring,
As if I could reclaim
A Santiago of bird-call
& sudden ease,
As if I could annul
The battle-gray maze of gutting
Jails, courthouses, morgues—
Purgatory where I bend
Over the burlap,
Again & again,
To show the blunt,
Still disillusioning world
The smashed black bell
Of your clarinet.
A blue swatch of your work-shirt becomes 
The irrevocable, raw dusk 
Of that day;
Here, in this farrago of scraps,
Your living room as I found it: 
Lunatic with ripped song sheets …
In imploring red,
A beggar’s scuffed vermilion,
I’ve stitched:
Whoever sees my arpillera,
Help me to pray for my son.
He was seen leaving rehearsal
At 7 o’clock.
He was seen in detention
At Londres #38.
He was seen; he was seen...
After so many years, perhaps     
You wouldn’t recognize me, Leonel;
I’ve become the weatherworn,
Undocile woman
Manacled to a tyrant’s fence,
A mother dancing the gueca solo
In the monitored plaza,
The ache of my make-do arms
Trumpeted,
Your rakish college photo
Pinned to my wind-riffled blouse:
In the arpillera,
A tiny, vivid, appliquéd doll,
Forever mourning,
Forever swaying
To your unforgettable woodwind.
 ","A Santiago of bird-call                & sudden ease,                As if I could annul the battle-gray maze of gutting                Jails, courthouses, morgues.                Purgatory where I bend                Over the burlap,                Again & again,                To show the blunt, blunt, still disillusioning world.                The smashed black bell                Of your clarinet.                A blue swatch of your work-shirt becomes                 The irrevocable, raw dusk of that day."
The Only Way to Fight the Plague is Decency,"                                         (an American elegy)
  
Once upon a time there was a hoax,
A broadcast-to-the-hilt ruse, a puerile
Leader’s adamant refusal to rally arms
Against a colossal viral dragon,
A winter hustler’s fiat that bloomed,  
One titanic, coffin-heavy April,
Into a real-as-your-mama’s-dying-hand 
Pandemic: national melee, featuring
Stock-selling senators,
Missing-in-action test-kits,
Mask-begging nurses, millionaire high fives,
& jerrybuilt morgues,
A storm-haired Lear’s flaccid sideshow,  
A charlatan’s heedless, snake-oil matinee
(Hail the flimflamming functionary
& his red-handed band of rogues).
Land where all the poisonous hierarchies 
Arrived to poison us once more—
Where raucous pettiness equaled rollcalling, 
Brisk-as-business Death,
Equaled my crushed kingdom 
For a ventilator!","Once upon a time there was a hoax, a broadcast-to-the-hilt ruse, a puerile leader’s adamant refusal to rally arms against a colossal viral dragon. A winter hustler's fiat that bloomed, one titanic, coffin-heavy April, transformed into a real-as-your-mama-‘s-dying-hand’Pandemic."
b&w sonnet no. 1,"                            sonnet14 
                                            ",14.      
Darkened Solar Implication,"Lunar signals on Earth 
being a sign of splotched deficits 
deficits that are ashen 
prone to protracted psychological cholera
so as seas rise
blindness builds as vertiginous nostrums
as blizzards by analysis 
being corpse by rising corpse 
mathematics according to protracted weather 
yet rise of the seas as monumental assault never addressed in terms of tonnage of gallons  
in terms of inundated harbors 
of flooded spill ports 
or any other grasp of the land 
this disfigured moon as sign 
as splotched aerial configuration 
as living nightmare chalice 
as if all composed water had lost its tension 
perfectly predicted by living indigenous hand count 
I am thinking of the hand as fractionation so to ascend beyond drawn estimate creating in its wake 
darkened solar implication 
being invisible refugee in Arnhem Land being alive beyond counted scale as timber beyond
corresponding human desolation ",Lunar signals on Earth are a sign of splotched deficits. The seas are a monumental assault never addressed in terms of tonnage of gallons. I am thinking of the hand as fractionation.
Is Not (Don’t Interrupt the Sorrow),"        in memory of Eric Garner, 1970–2014

A Taser is not an answer
A rushing bullet is not a dream
There is no sunny god
In an Apollo Helmet
A livelong mercenary is not
A frisking meadow lamb
Lady Justice is no 
Fearsome chimera
No lurking drone
No business-as-usual Cerberus
A callous Caesar is not
A far-seeing Christ—
*
Listen: a blazing Mississippi cross 
Never presages a messiah.
A daffodil in a “sundown town” never signals
The onset of spring—
*
So after two callous seasons,
I finally dared to inquire
If his taken-too-soon father’s ousting
“Stand Your Ground” assassin
Was indeed white, “lily-white”
& naturally his response
In this volatile demesne,
This gallery of averted eyes
& gimcrack defenders galore
Was yes 
Dear God of course yes
*
Don’t interrupt the sorrow
A woman croons
But all I catch is the ack-ack-ack
Of ink-blotter redaction, 
The X-rated sputter of a black site’s 
Water-boarded man
Or a flailing cigarette seller,
Cuffed, gasping for air,
Jinxing arm & insignia
Marring his throat:

Is not
Is not
Is not
Is not—
 ","In memory of Eric Garner, 1970–2014, CNN's John Sutter looks at what we can learn from Garner's death. Sutter: ""There is no sunny god in an Apollo Helmet or a lurking drone"""
"On September 14th, Dante’s Death Day","gone 700 years today
            leaving us here, in the
                      middle kingdom
                            Purgatory
which was Paradise once
                      but which we soiled
          and are about to
turn into hell, or
                      at least an Inferno
for homo sap sap, the
          disappearing species
                        — if it comes to that —
there’s life
          left, there will be
life left
        and right
it will move
                     on, even without us
it will rejoice in us
     gone — I can hear the
           birds celebrating
                       the trees too
                                 the air cooling
                                           the sea cooling
                       it will be the real paradise
           the one sans-sapiens,
that arrogant inter-
ference!","Purgatory was Paradise once, but is about to turn into hell, or at least an Inferno for homo sap sap, the disappearing species of Homo sap sap. The sea cooling will be the real paradise sans-sapiens, says the author. “I can hear the birds celebrating,” he says."
The Pool,"You mirage a dead world
in the white pool.
White rush and silver rush at twitterlight
meet and desire as the shy boy
lifts from his lover.
White rush and silver rush at twitterlight
touch in the wind and sleep.
Duck-green and willow-silver . . .
has no wing touched your cheek?
Is there no bird
to weave a nest between your sullen limbs
and hatch a songster,
(amber with lizard eyes)
to chirp above your phrases: “Love, love, love . . .”
Your world dies from the surface of the pool.
Why are your hands not on the willow leaves
to feel the sharpness and the thin, soft flower?
To feel . . .
love wrinkle at the touch like a soft bird?",You mirage a dead world                in the white pool. You meet and desire as the shy boy                lifts from his lover. Your world dies from the surface of the pool. Why are your hands not on the willow leaves?
A Wading,"Many Black people that I know are afraid of the Ocean
not the textbook definition of feeling fear
but those who draw near
are only willing to wade
They are afraid 
to make waves
in a history that may sweep them away into the undercurrent of history repeating itself
because screaming help
didn’t assist our ancestors 
in fact the wading in the water
was a way to wash away a human’s scent
to leave dog’s noses no evidence 
of them being there
a passage way to freedom calling their names so quietly
only a soul could hear 
to draw near to that history is a stirring in our bones
an undertone 
that we put on a mute to silence what was never right
sometimes to win a fight
you get out of sight and yearn to be seen
beyond the horizon 
farther than the possible limit of sight
beyond what one was able to foresee
So in this time, there will be no repeat of history
We know where we came from
We know our destinations
No more plantations
We’re on a stay-cation
for a duration 
of our own imagination
We move in fascination
like the flow of water
We are the sons and daughters of our forefathers
Who left traces of themselves through blood, sweat, and tears
for years
of painful yesterdays
Imagine being enslaved during a slave trade and thought of a commodity 
Standing on docks
An auction block
of people of African descent 
Who didn’t know the possibility of an escape in those days
But were taught how to wade 
through labors leaving legacies 
Knowing how to Bob and Weave
Knitting together stories of unity 
A compass pointing in all directions of lifelines 
and Negro spirituals while peering through church windows
We are stained glass
with a colorful exterior 
of a painful past 
They called our neighbor “The Bottom”
8 miles from the Potomac River; where black people were free
Built our own homes and called it a community
Yet, many Black people that I know have a fear of the Ocean
But in their daily motions
They move through history like water flows
Absorbing, over, above, under, and around
a railroad and an underground
to freedom 
It’s not that we don’t know how to swim
We can propel our bodies through water
using the limbs
it’s that deep down we know our ancestors didn’t swim for pleasure in those days
it’s not that we are afraid
it’s that we’d rather move through our lives like the flow of water
and wade","Many Black people that I know have a fear of the Ocean. But in their daily motions, they move through history like water flows. We are stained glass with a colorful exterior of a painful past."
Per aspera ad astra,"We were lost in the plains,
beautiful and ordinary.
Sunflowers in the fields,
seeds of fallen stars,
standing tall; deeply 
rooted in this land.
I’ve admired how our flowers
shine, grasping towards the sky,
beyond the prairie grass, anchored
down to earth; mimicking the sun.
When a gardener plants the 
seeds of Helianthus, they are 
performing magic. Raising
stars out of the dust where
buzzing planets circle, half 
red moons set, and swarming 
comets float in orange comas.
I’ve always felt that late at night, 
in the bed of a truck, in a Kansas field, 
we were at the center of this universe.
And I was exactly where I should be,
amongst the flowers, not below.","I’ve admired how our flowersshine, grasping towards the sky, beyond the prairie grass, anchored down to earth; mimicking the sun. When a gardener plants the                 seeds of Helianthus, they are performing magic."
Un Mango Grows in Kansas,"You have found me
hidden in a wheat field
within a husk of corn
growing for you
I am ready
pick me
Hold me in your hands
remove my skin
peel away my color
find that I am tender
soft and sweet
Eat of me
until there is nothing
and your mouths are empty
and your bellies filled
What is left
will live
as seed 
to grow 
again
brighter 
hardened
and less bitter","""I am tendersoft and sweet,"" says the narrator. ""You have found me,"" he adds. ""Hidden in a wheat field within a husk of corn"""
New American,"Don’t call me immigrant
I am the New American 
striving in New America
as a New American
I am not your invader
not an animal
nor criminal
I am a just person
just striving 
in a New America
In New America I am
a full-time student 
overtime worker
volunteering in my free time
if I plan enough ahead for free time
if I can even afford the free time
if my free time is approved
I work hard in New America
3rd shift warehouse 
2nd shift my house
always on call
no days off
freelance for life
4 jobs a week
blue and white collar
Don’t call me immigrant
I am the New American 
surviving in New America
as a New American
I am not your invader
not an animal
nor criminal
I am a just person
just surviving
in a New America
This is New America
student loans for all
high rent 
higher utilities 
low pay
rising healthcare costs
the cost of living
—deadly
no living wage
living enraged 
my cousins encaged 
for wanting to live in
a safer part of
New America
Don’t call me immigrant
I am the New American 
living in New America
as a New American
I am not your invader
not an animal
nor criminal
I am a just person
just living
in a New America
Strong and proud
able to withstand 
the distance I have traveled
the distance from my family 
the distance between us
the distance of our dialects
the distance in our churches
the distance in our homes
the distance between my ancestors
and my grandchildren
the distance from the streets
to the dorm rooms
the distance from the field
to the corner office suite
Don’t call me immigrant
I am the New American 
dreaming of New America
as a New American
I am not your invader
not an animal
nor criminal
I am a just person
just dreaming 
of a New America
Old America
don’t be afraid
we are all America
North America
Central America
South America
We are all Americans
We all strive in Americas
We all survive in Americas
We all live in Americas
They are all the same America
We all dream of a greater America
I want you to be paid a living wage
live in affordable housing
without college debt
or medical debt
or credit card debt
or national debt
I want no more racism
I am speaking of a New America
I am part of New America
whether you like it or not
so join me, please","Don’t call me immigrant. I am the New American. I’m not your invader, I am a just person striving in a New America. I want you to be paid a living wage and live in affordable housing without college debt or medical debt or credit card debt or national debt. We are all America: North America, Central America, South America, and South America."
In The Red,"you’ve worked so hard
from the farm to the factory
in the county & the city
you’ve always paid on time
for peace of mind
—your body as collateral
so you may rest & retire
when the time came
—knowing you’ll be fine
but somehow
you still owe today
& you are all out of body ","You’ve worked so hard. you’re all out of body  & you still owe today. You’ll be fine, but somehow you are still owed today."
Mi Isla,"I ate a mango today
it was mostly green
with reds and yellows.
El Yunque, at dawn
is mostly green
with reds and yellows.
My homeland’s enchanted
full of shady jungle mountains,
gawking naked beaches;
slowly necking ocean.
There, 
sea breezes woo the palm trees
and peeping coconuts faint
from holding on too long,
in sand, asleep;
daydreaming of me.
Tonight, 
un brindis por ti Papá.
Let us pretend, the crickets are
drunken coquies de parranda,
struggling with loss,
singing in the wrong key,
playing out of tune; unable
to find their way home.
Let us pretend, we are surrounded
by vacation not work,
that all this wheat is beach,
that the above blue is ocean.
Let us pretend, you are watching me, 
ripe in a hammock’s womb,
strung to horizons with no ocean
or beach sand near nor fear 
that I’ve become landlocked here,
surrounded by jíbaros,
who don’t like jíbaros;
still an island.","El Yunque, at dawn, is mostly green with reds and yellows. I ate a mango today; it was mostly green too."
Haiku,"I shovel snow
from Cleveland front lawn
just to see green
crow’s breath
after caw hangs,
winter air
snow furrow cornfield,
old woman peering
in roadside mailbox
office windowsill
fly poised for flight
three months now
sakura petals fallen
she gathers them in small hands
spills them on soft breeze
Kerouac, we knock
your pickled bones together,
zen be-bop
America, more guns
than people, more bullets
than tears
it took 800 years
for Roman Empire’s fall —
they had no internet
first man to walk
on the moon has died,
his footprint still up there
cleaning my office
I find a faded article,
“cleaning your office”
between bright stars
and atoms inside I spin,
breath burning away","America has more guns than people, more bullets than tears. It took 800 years for Roman Empire’s fall — they had no internet. The first man to walk on the moon has died."
Youth,"The dew is on the grasses, dear,
    The blush is on the rose,
And swift across our dial-youth,
    A shifting shadow goes.
The primrose moments, lush with bliss.
    Exhale and fade away,
Life may renew the Autumn time,
    But nevermore the May!","The dew is on the grasses, dear, and the blush is on a rose. The primrose moments, lush with bliss, fade away. But nevermore the May!"
Winter Solstice,"Late December grinds on down.
The sky stops, slate on slate,
scatters a cold light of snow
across a field of brittle weeds.
Each boot step cracks a stalk.
The pigments have been dragged
earthwards and clasped. The groundhog
curls among the roots curling.
Towards home I peel blossoms
of frozen mud from my pant legs
and pull off burrs that waited
for wind or the flashing red fox.
In my jacket pocket I find
a beechnut, slightly cracked
open, somehow fallen there,
and, enfolded inside of it,
a spider that unclenches
yellow in my steaming palm –
a spider that is 
the sun.","Late December grinds on down. The sky stops, slate on slate, encompasses a cold light of snow. The groundhog                curls among the roots curling."
Welt,"Would I might mend the fabric of my youth
That daily flaunts its tatters to my eyes,
Would I might compromise awhile with truth
Until our moon now waxing, wanes and dies.
For I would go a further while with you,
And drain this cup so tantalant and fair
Which meets my parched lips like cooling dew,
Ere time has brushed cold fingers through my hair!","""Would I might compromise awhile with truth,"" he writes. ""Until our moon now waxing, wanes and dies"" ""I would go a further while with you,"" he adds, ""and drain this cup so tantalant and fair"""
My Little Dreams,"I’m folding up my little dreams
Within my heart tonight,
And praying I may soon forget
The torture of their sight.
For Time’s deft fingers scroll my brow
With fell relentless art—
I’m folding up my little dreams
Tonight, within my heart!","The torture of their sight. I’m folding up my little dreams                Within my heart tonight,                And praying I may soon forget."
Grandfather’s Breath,"You work. You work, Buddy. You work.
Word of immigrant get-ahead grind I hear
huffing through me, my grandfather’s breath,
when he’d come in from Saturday’s keep-busy chores,
fending up a calloused hand to stop
me from helping him, haggard cheeks puffing
out like grey t-shirts hung between tenements,
doubled-over under thirty-five years a machine
repairman at the ball-bearing factory, ball-bearings
making everything run smoother—
especially torpedoes. He busted butt
for the war effort, for profiteers, for overtime pay
down-payment on a little box of his own,
himself a refugee from the European economy,
washed ashore after The War to End All Wars.
Cheap labor for the winners.
I hear his youth plodding through the hayfields
above Srednevas, and the train that wheezed
and lumbered to the Trieste, the boat where he heave-hoed
consumptive sister, one-two-overboard.
I hear him scuffling along factory smoke choked streets
of Cleveland, coughing out chunks of broken
English just to make it to Saturday morning balinca—
how he grunted off a week’s worth of grit
hurling wooden balls down the pressed dirt court,
sweaty wisp of gray hair wagging from his forehead,
This is how the world turns. You work hard. You practice.
And I hear his claim as we climbed the steps
of Municipal Stadium, higher, into the cheap seats,
slapping the flat of his hand against a girder,
I built this, Buddy. I built this.
But mostly I hear how he’d catch
what was left of his breath after those Saturday chores,
pouring out that one, long, tall cold beer
that Grandma allowed, holding it aloft,
bubbles golden as hayfields above Srednavas,
before savoring it down and taking up
the last task of his day off—cleaning the cage,
letting Snowball, canary like the ones once used
to test coal mines for poison air, flap clumsily free
around the living room, crapping
on the plastic covered davenport and easy-chair
they only sat in twice a year.
And I’m still breathing, Grandfather, that day
you took me down the basement to the cool floor
to find out what was wrong. Come on, Snowball,
fly. Fly! The bird splayed out on the same linoleum
where they found you, next to your iron lung,
where Grandma mopped for weeks after,
pointing with arthritic fingers, See. There.
There’s where he fell and bumped his head.
See the specks of blood? She can’t work out.
One fine morning when my work is done
I’m gonna fly away home, fly away home.
Come on, Snowball, fly. Fly!","Word of immigrant get-ahead grind I hear through me, my grandfather’s breath. He busted butt for the war effort, for profiteers, for overtime pay. He was a refugee from the European economy."
And What Shall You Say?,"Brother, come!
And let us go unto our God.
And when we stand before Him
I shall say—
“Lord, I do not hate,
I am hated.
I scourge no one,
I am scourged.
I covet no lands,
My lands are coveted.
I mock no peoples,
My people are mocked.”
And, brother, what shall you say?","“Lord, I do not hate,                I am hated.” “I covet no lands,                My lands are coveted.                I mock no peoples,.                My people are mocked.’ “And, brother, what shall you say?”"
Is it Because I am Black,"Why do men smile when I speak,
And call my speech
The whimperings of a babe
That cries but knows not what it wants?
Is it because I am black?
Why do men sneer when I arise
And stand in their councils,
And look them eye to eye,
And speak their tongue?
Is it because I am black?","Why do men smile when I speak, and call my speech the whimperings of a babe that cries but knows not what it wants? Is it because I am black?"
The Band of Gideon,"The band of Gideon roam the sky,
The howling wind is their war-cry,
The thunder’s roll is their trump’s peal,
And the lightning’s flash their vengeful steel.
        Each black cloud
        Is a fiery steed.
        And they cry aloud
        With each strong deed,
“The sword of the Lord and Gideon.”
And men below rear temples high
And mock their God with reasons why,
And live in arrogance, sin and shame,
And rape their souls for the world’s good name.
        Each black cloud
        Is a fiery steed.
        And they cry aloud
        With each strong deed,
“The sword of the Lord and Gideon.”
The band of Gideon roam the sky
And view the earth with baleful eye;
In holy wrath they scourge the land
With earthquake, storm and burning brand.
        Each black cloud
        Is a fiery steed.
        And they cry aloud
        With each strong deed,
“The sword of the Lord and Gideon.”
The lightnings flash and the thunders roll,
And “Lord have mercy on my soul,”
Cry men as they fall on the stricken sod,
In agony searching for their God.
        Each black cloud
        Is a fiery steed.
        And they cry aloud
        With each strong deed,
“The sword of the Lord and Gideon.”
And men repent and then forget
That heavenly wrath they ever met,
The band of Gideon yet will come
And strike their tongues of blasphemy dumb.
        Each black cloud
        Is a fiery steed.
        And they cry aloud
        With each strong deed,
“The sword of the Lord and Gideon.”","The band of Gideon roam the sky, the howling wind is their war-cry, the thunder's roll is their trump’s peal, and the lightning's flash is their vengeful steel. They mock their God with reasons why, they live in arrogance, sin and shame, and rape their souls for the world's good name. They cry aloud: “The sword of the Lord and Gideon”"
’Ittle Touzle Head,"(To R. V. P.)
Cum, listen w’ile yore Unkel sings
Erbout how low sweet chariot swings,
Truint Angel, wifout wings,
Mah ’ittle Touzle Head. 
Stop! Stop! How dare you laff et me,
Bekaze I foul de time an’ key,
Thinks you dat I is Black Pattie,
Mah ’ittle Touzle Head?
O, Honey Lam’! dem sparklin’ eyes,
Dat offen laffs an’ selem cries,
Is sho a God gib natchel prize,
Mah ’ittle Touzle Head.
An’ doze wee han’s so sof’ an’ sweet,
Mates wid dem toddlin’, velvet feet,
Jes to roun’ you out, complete,
Mah’ ittle Touzle Head.
Sma’t! youse sma’t ez sma’t kin be,
Knows yore evah A, B, C,
Plum on down to X, Y, Z,
Mah ’ittle Touzle Head.
De man doan know how much he miss,
Ef he ain’t got no niece lak dis;
Fro yore Unkel one mo’ kiss,
Mah ’ittle Touzle Head!
I wist sum magic w’u’d ellow,
(By charm or craf’—doan mattah how)
You stay jes lak you is right now,
Mah ’ittle Touzle Head.","Mah �’ittle Touzle Head. (To R. V. P.)         Cum, listen w’ile yore Unkel sings                Erbout how low sweet chariot swings,                Truint Angel, wifout wings,                Mah ’ittle touzle head.                 Stop! Stop! How dare you laff et me,                Bekaze I foul de time an’ key,                Thinks you dat I is Black Pattie."
